crd_number,sec_number,name,other_names,registration_status,registration_begin_date,firm_size,firm_type,formed_state,formed_date,phone,finra_approved_registration_count,number_of_branches,branch_locations_count,disclosures_count,street,city,state,zip_code,country,latitude,longitude,matched_from_name,match_confidence,phase,scraped_at
164927,69118,ADVANCED STRATEGIES BROKER DEALER LLC,ADVANCED STRATEGIES BROKER DEALER LLC,Approved,08/06/2013,Small,Limited Liability Company,Tennessee,06/04/2012,423 265-4353,1,2,1,0,1308 DALLAS ROAD,CHATTANOOGA,TN,37405,,,,ADVANCED STRATEGIES BROKER DEALER LLC,1.0,3,2026-04-02T01:56:38.082576
39362,48652,ADVANTAGE SECURITIES LLC,ADVANTAGE SECURITIES LLC|BLACKHAWK FINANCIAL L.L.C.,Approved,08/23/2004,Small,Limited Liability Company,Illinois,08/03/1995,(312) 800-7000,1,3,1,0,141 WEST JACKSON BOULEVARD,CHICAGO,IL,60604,UNITED STATES,,,ADVANTAGE SECURITIES LLC,1.0,3,2026-04-02T01:50:20.660942
170640,69427,ADVENTIX GLOBAL MARKETS LLC,"ADVENTIX GLOBAL MARKETS LLC|JACKSON SQUARE PARTNERS|ANGEL ISLAND DEALER SERVICES, LLC|ANGEL ISLAND CAPITAL SERVICES, LLC",Approved,02/10/2015,Small,Limited Liability Company,Delaware,12/26/2013,516 680 6630,1,2,1,0,150 MOTOR PARKWAY,HAUPPAUGE,NY,11788,UNITED STATES,,,ADVENTIX GLOBAL MARKETS LLC,1.0,3,2026-04-02T01:57:08.393334
46727,51509,"ADVISORS ASSET MANAGEMENT, INC.","ADVISOR'S ASSET MANAGEMENT|STERLING BROKERAGE SERVICES, LLC|FIXED INCOME SECURITIES, LP|FIXED INCOME SECURITIES, LLC|FIXED INCOME SECURITIES, INC.|ADVISORS ASSET MANAGEMENT, INC.",Approved,07/16/1999,Medium,Corporation,Delaware,01/01/2008,719.488.9956,1,80,2,6,18925 BASE CAMP ROAD,MONUMENT,CO,80132-0000,UNITED STATES,,,"ADVISORS ASSET MANAGEMENT, INC.",1.0,3,2026-04-02T01:51:22.087589
298608,70214,"AE FINANCIAL SERVICES, LLC","AE FINANCIAL SERVICES, LLC",Approved,10/11/2019,Small,Limited Liability Company,Kansas,08/14/2018,866-363-9595,1,15,1,0,2950 SW MCCLURE ROAD,TOPEKA,KS,66614,UNITED STATES,,,"AE FINANCIAL SERVICES, LLC",1.0,3,2026-04-02T01:58:33.918921
327839,71142,AEC TRANSACTION SERVICES LLC,AEC TRANSACTION SERVICES LLC,Approved,05/22/2024,Small,Limited Liability Company,Delaware,06/09/2023,917-828-5498,1,4,1,0,28 WEST 44TH ST,NEW YORK,NY,10036,UNITED STATES,,,AEC TRANSACTION SERVICES LLC,1.0,3,2026-04-02T02:00:36.357753
168097,69292,"AEG CAPITAL, LLC","AEG CAPITAL, LLC",Approved,05/02/2014,Small,Limited Liability Company,Illinois,03/12/2013,312 948-5600,1,2,1,0,"200 W. MADISON STREET, SUITE 2410",CHICAGO,IL,60606,,,,"AEG CAPITAL, LLC",1.0,3,2026-04-02T01:56:53.675091
15007,31616,AEGIS CAPITAL CORP.,"AEGIS CAPITAL CORP.|VAST WEALTH ADVISORS|STERNAEGIS VENTURES|STANDARD INTEGRITY WEALTH MANAGEMENT, LLC|SILVESTRI ASSET MANAGEMENT LLC|RIWM LLC|RG BAR INVESTMENT GROUP|PAYNE LEGACY FINANCIAL|PAR FINANCIAL|MEL CAPITAL|MARC JACOBSON & ASSOCIATES|LARCHMONT WEALTH MANAGEMENT|KS CAPITAL MANAGEMENT|FARMER FINANCIAL|DYNAMIC CAPITAL HOLDING|BOGART VALUE PARTNERS|BLUE ANCHOR WEALTH MANAGEMENT|AMERICAN LEGACY WEALTH MANAGEMENT|ALPHA STRATEGIC ADVISORS",Approved,07/20/1984,Medium,Corporation,New York,01/15/1984,(212) 813-1010,1,72,3,44,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,UNITED STATES,,,AEGIS CAPITAL CORP.,1.0,3,2026-04-02T01:47:49.413402
16033,33137,"AEGIS INVESTMENTS, INC.","AEGIS INVESTMENTS, INC.|IS SECURITIES, INC.",Approved,05/08/1985,Small,Corporation,Minnesota,12/07/1984,612-336-4432,1,2,1,2,4915 WEST 35TH STREET,ST LOUIS PARK,MN,55416,UNITED STATES,,,"AEGIS INVESTMENTS, INC.",1.0,3,2026-04-02T01:47:58.730220
6158,16750,"AEI SECURITIES, INC.","AEI INCORPORATED|AEI SECURITIES, INC.",Approved,04/18/1972,Small,Corporation,Minnesota,02/03/1971,651-227-7333,1,2,1,4,1300 WELLS FARGO PLACE,ST. PAUL,MN,55101-4901,UNITED STATES,,,"AEI SECURITIES, INC.",1.0,3,2026-04-02T01:46:47.237534
300285,70298,"AEL FINANCIAL SERVICES, LLC","AEL FINANCIAL SERVICES, LLC|LOCKTON CAPITAL, LLC|LOCKTON CAPITAL MARKETS|LOCKTON CAPITAL ADVISORS, LLC",Approved,12/20/2019,Small,Limited Liability Company,North Carolina,07/13/2022,515-443-3527,1,6,1,0,2101 REXFORD ROAD,CHARLOTTE,NC,28211,USA,,,"AEL FINANCIAL SERVICES, LLC",1.0,3,2026-04-02T01:58:43.215555
153862,68579,AERIS PARTNERS LLC,AERIS PARTNERS LLC,Approved,11/23/2010,Small,Limited Liability Company,Delaware,11/30/2009,617.751.4010,1,3,1,0,500 BOYLSTON STREET,BOSTON,MA,02116,USA,,,AERIS PARTNERS LLC,1.0,3,2026-04-02T01:55:50.111781
42241,49765,"AETHLON CAPITAL, L.L.C","AETHLON CAPITAL, L.L.C",Approved,04/10/1997,Small,Limited Liability Company,Minnesota,11/01/1996,612 338-0934,1,2,1,1,1786 JAMES AVENUE SOUTH,MINNEAPOLIS,MN,55403,UNITED STATES,,,"AETHLON CAPITAL, L.L.C",1.0,3,2026-04-02T01:50:44.386116
42842,50032,"AFFILIATED BANKERS CAPITAL, L.L.C.","AFFILIATED BANKERS CAPITAL, INC.|AFFILIATED BANKERS CAPITAL, L.L.C.",Approved,05/16/1997,Small,Limited Liability Company,Texas,09/30/1999,512-479-8200,1,2,1,0,9901 BRODIE LANE,AUSTIN,TX,78748,UNITED STATES,,,"AFFILIATED BANKERS CAPITAL, L.L.C.",1.0,3,2026-04-02T01:50:48.284177
289429,69992,AFW ASSOCIATES LLC,AFW ASSOCIATES LLC|STAVLO ASSOCIATES LLC,Approved,03/28/2018,Small,Limited Liability Company,Delaware,06/19/2017,212 838-8810,1,2,1,0,152 WEST 57TH STREET,NEW YORK,NY,10019,USA,,,AFW ASSOCIATES LLC,1.0,3,2026-04-02T01:58:09.311393
122781,65531,"AGA SECURITIES, LLC","AGA SECURITIES, LLC|G. SELECT SECURITIES, LLC",Approved,12/04/2002,Small,Limited Liability Company,Colorado,06/21/2001,203-295-7413,1,3,1,0,200 WINSLOW WAY WEST,BAINBRIDGE ISLAND,WA,98110,US,,,"AGA SECURITIES, LLC",1.0,3,2026-04-02T01:52:44.037564
125958,65839,AGC PARTNERS,"AGC PARTNERS|AMERICA'S GROWTH CAPTIAL, LLC|AMERICA'S GROWTH CAPITAL, LLC",Approved,07/01/2003,Small,Limited Liability Company,Delaware,01/08/2003,617-261-4100,1,5,1,1,99 HIGH STREET,BOSTON,MA,02110,USA,,,AGC PARTNERS,1.0,3,2026-04-02T01:52:54.113024
139227,67198,"AGECROFT PARTNERS, LLC","AGECROFT PARTNERS, LLC",Approved,06/22/2006,Small,Limited Liability Company,Virginia,11/02/2005,804-355-2082,1,2,1,0,103 CANTERBURY ROAD,RICHMOND,VA,23221-3211,USA,,,"AGECROFT PARTNERS, LLC",1.0,3,2026-04-02T01:54:12.269341
328336,71174,"AGENTIS CAPITAL MARKETS US, LLC","AGENTIS CAPITAL MARKETS US, LLC",Approved,06/13/2024,Small,Limited Liability Company,Delaware,02/01/2023,1-604-687-1597,1,0,1,0,1270-999 WEST HASTINGS STREET,"VANCOUVER, BC",,V6C 2W2,CANADA,,,"AGENTIS CAPITAL MARKETS US, LLC",1.0,3,2026-04-02T02:00:39.358698
306627,70466,"AGILE TRADING TECHNOLOGIES, LLC","AGILE TRADING TECHNOLOGIES, LLC",Approved,10/19/2020,Small,Limited Liability Company,Delaware,10/16/2019,619-332-6205,1,3,1,0,2 TOWN PLACE,BRYN MAWR,PA,19010,UNITED STATES,,,"AGILE TRADING TECHNOLOGIES, LLC",1.0,3,2026-04-02T01:59:05.418739
132197,66568,AGM SECURITIES LLC,AGM SECURITIES LLC,Approved,10/12/2004,Small,Limited Liability Company,Delaware,05/26/2004,212-796-1531,1,3,1,0,7000 W PALMETTO PARK RD,BOCA RATON,FL,33433,UNITED STATES,,,AGM SECURITIES LLC,1.0,3,2026-04-02T01:53:33.254648
318893,70941,AHANA MARKETS LLC,AHANA BROKERAGE LLC|AHANA MARKETS LLC,Approved,06/28/2023,Small,Limited Liability Company,Delaware,12/06/2021,201 373-2892,1,3,1,0,1 BRIDGE PLAZA N,FORT LEE,NJ,07024,UNITED STATES,,,AHANA MARKETS LLC,1.0,3,2026-04-02T02:00:03.340637
323458,71008,AIME CAPITAL MARKETS LLC,AIME CAPITAL MARKETS LLC,Approved,08/25/2023,Small,Limited Liability Company,Delaware,07/07/2022,516-544-6470,1,2,1,0,445 NORTHERN BLVD,GREAT NECK,NY,11021,UNITED STATES,,,AIME CAPITAL MARKETS LLC,1.0,3,2026-04-02T02:00:18.361802
288932,69973,AIP CAPITAL MARKETS LLC,AIP CAPITAL MARKETS LLC,Approved,01/08/2018,Small,Limited Liability Company,Delaware,05/03/2017,310-941-5782,1,2,1,0,4 SANTA CRUZ,ROLLING HILLS ESTATES,CA,90274,,,,AIP CAPITAL MARKETS LLC,1.0,3,2026-04-02T01:58:06.004623
332388,71282,AIRWALLEX CAPITAL (US) LLC,AIRWALLEX CAPITAL (US) LLC,Approved,10/15/2025,Small,Limited Liability Company,Delaware,06/24/2024,310-908-2515,1,2,1,0,"188 SPEAR STREET, 9TH FLOOR",SAN FRANCISCO,CA,94105,UNITED STATES,,,AIRWALLEX CAPITAL (US) LLC,1.0,3,2026-04-02T02:00:55.859356
10791,28026,"AKAR CAPITAL MANAGEMENT, INC.","AKAR CAPITAL MANAGEMENT, INC.|DON CHARLES INVESTMENT GROUP, INC.|CHARLES, AKAR & ASSOCIATES, INC.",Approved,12/03/1982,Small,Corporation,Florida,06/18/1982,(954) 476-7011,1,3,1,2,8551 W. SUNRISE BLVD. #102A,PLANTATION,FL,33322,UNITED STATES,,,"AKAR CAPITAL MANAGEMENT, INC.",1.0,3,2026-04-02T01:47:25.943753
29493,44363,AKIN BAY COMPANY LLC,AKIN BAY COMPANY|AKIN BLAIR COMPANY|AKIN BAY COMPANY LLC,Approved,05/07/1992,Small,Limited Liability Company,New York,06/19/1996,212-583-9800,1,2,1,1,780 THIRD AVENUE,NEW YORK,NY,10017,UNITED STATES,,,AKIN BAY COMPANY LLC,1.0,3,2026-04-02T01:49:16.152978
159041,68957,AKUNA SECURITIES LLC,AKUNA SECURITIES LLC,Approved,05/01/2024,Small,Limited Liability Company,Delaware,08/12/2011,312 994-4640,1,1,17,7,333 S. WABASH AVE.,CHICAGO,IL,60604,UNITED STATES,,,AKUNA SECURITIES LLC,1.0,3,2026-04-02T01:56:24.885332
26193,42293,ALAMO CAPITAL,A.C. WEALTH MANAGEMENT|ALAMO CAPITAL CORPORATION|ALAMO CAPITAL,Approved,06/19/1990,Small,Corporation,California,08/27/1987,925-472-5740,1,5,1,6,201 N CIVIC DR,WALNUT CREEK,CA,94596,UNITED STATES,,,ALAMO CAPITAL,1.0,3,2026-04-02T01:48:58.147509
22095,40465,"ALANTRA, LLC","ALANTRA, LLC|DOWNER & COMPANY, LLC|DOWNER & COMPANY",Approved,03/27/1989,Small,Limited Liability Company,Massachusetts,12/29/1996,617-482-6200,1,3,1,0,160 FEDERAL STREET,BOSTON,MA,02110,UNITED STATES,,,"ALANTRA, LLC",1.0,3,2026-04-02T01:48:38.932932
305928,70459,"ALBERT SECURITIES, LLC","ALBERT SECURITIES, LLC",Approved,12/01/2020,Small,Limited Liability Company,Delaware,10/04/2019,805-465-2674,1,2,1,0,"126 E HALEY ST, SUITE A2",SANTA BARBARA,CA,93101,UNITED STATES,,,"ALBERT SECURITIES, LLC",1.0,3,2026-04-02T01:59:01.225069
326041,71092,ALDER SECURITIES LLC,ALDER SECURITIES LLC|CORGAN STRATEGIC PARTNERS LLC|ARTA FINANCE SECURITIES LLC,Approved,01/27/2025,Small,Limited Liability Company,Delaware,03/29/2023,917-837-6572,1,2,1,0,2 ONEIDA DRIVE,GREENWICH,CT,06830,UNITED STATES,,,ALDER SECURITIES LLC,1.0,3,2026-04-02T02:00:28.545187
136492,67019,"ALDERMAN & COMPANY CAPITAL, LLC","ALDERMAN & COMPANY CAPITAL, LLC",Approved,01/27/2006,Small,Limited Liability Company,Connecticut,05/27/2005,203 917 4672,1,2,1,0,35 WARRINGTON ROUND,DANBURY,CT,06810,USA,,,"ALDERMAN & COMPANY CAPITAL, LLC",1.0,3,2026-04-02T01:53:58.163762
167980,69286,ALDWYCH SECURITIES LLC,ALDWYCH SECURITIES LLC,Approved,06/27/2013,Small,Limited Liability Company,New York,01/17/2012,212-319-2501,1,2,1,4,208 HARBOR DRIVE,STAMFORD,CT,06902,USA,,,ALDWYCH SECURITIES LLC,1.0,3,2026-04-02T01:56:53.087336
335132,71359,ALERA SECURITIES LLC,ALERA SECURITIES LLC,Approved,07/18/2025,Small,Limited Liability Company,Delaware,09/07/2023,8474573000,1,2,1,0,"THREE PARKWAY NORTH, SUITE 500",DEERFIELD,IL,60015,UNITED STATES,,,ALERA SECURITIES LLC,1.0,3,2026-04-02T02:01:07.363406
40077,48957,"ALEXANDER CAPITAL, L.P.","ALEXANDER CAPITAL, L.P.",Approved,06/13/1996,Small,Partnership,Delaware,11/28/1995,2126875650,1,13,2,7,10 DRS JAMES PARKER BLVD,RED BANK,NJ,07701,UNITED STATES,,,"ALEXANDER CAPITAL, L.P.",1.0,3,2026-04-02T01:50:26.979101
1037,12525,ALEXANDER INVESTMENT SERVICES CO.,ALEXANDER INVESTMENT SERVICES CO.,Approved,01/22/1965,Small,Corporation,Kentucky,07/01/1965,502-459-4414,1,10,1,2,909 LILY CREEK ROAD #101,LOUISVILLE,KY,40243-2808,UNITED STATES,,,ALEXANDER INVESTMENT SERVICES CO.,1.0,3,2026-04-02T01:46:13.927884
36509,47344,"ALIGHT FINANCIAL SOLUTIONS, LLC","ALIGHT FINANCIAL SOLUTIONS, LLC|HEWITT SERVICES LLC|HEWITT FINANCIAL SERVICES LLC",Approved,12/21/1994,Small,Limited Liability Company,Illinois,04/08/1994,224-737-7000,1,3,1,4,320 SOUTH CANAL STREET,CHICAGO,IL,60606,UNITED STATES,,,"ALIGHT FINANCIAL SOLUTIONS, LLC",1.0,3,2026-04-02T01:49:55.476292
140203,67294,"ALIRA HEALTH TRANSACTION SERVICES, LLC","ALIRA HEALTH|KADENWOOD CAPITAL, LLC|JOHNSTON BLAKELY & COMPANY, LLC|CMC TRANSACTION SERVICES, LLC|ALIRA HEALTH TRANSACTION SERVICES. LLC|ALIRA HEALTH TRANSACTION SERVICES, LLC",Approved,06/14/2006,Small,Limited Liability Company,Massachusetts,02/06/2005,646-586-1837,1,3,1,0,155 FEDERAL STREET,BOSTON,MA,02110,USA,,,"ALIRA HEALTH TRANSACTION SERVICES, LLC",1.0,3,2026-04-02T01:54:17.676270
299064,70225,"ALKALI PARTNERS, LLC.","ALKALI PARTNERS, LLC.",Approved,09/11/2019,Small,Limited Liability Company,Oregon,03/23/2018,415-967-3455,1,2,1,0,"500 SW 116TH AVE., SUITE 273",BEAVERTON,OR,97229,UNITED STATES,,,"ALKALI PARTNERS, LLC.",1.0,3,2026-04-02T01:58:36.903834
324086,71016,"ALL OPTIONS USA, LLC","ALL OPTIONS USA, LLC",Approved,08/27/2024,Small,Limited Liability Company,Texas,07/01/2022,512-518-4036,1,1,3,0,114 W 7TH ST,AUSTIN,TX,78701,UNITED STATES,,,"ALL OPTIONS USA, LLC",1.0,3,2026-04-02T02:00:19.554613
286504,69891,"ALLARIA SECURITIES, LLC","ALLARIA SECURITIES, LLC",Approved,01/26/2018,Small,Limited Liability Company,Florida,11/10/2016,786-686-5400,1,3,1,0,1110 BRICKELL AVENUE,MIAMI,FL,33131,USA,,,"ALLARIA SECURITIES, LLC",1.0,3,2026-04-02T01:57:57.905942
139514,67218,ALLEGRO SECURITIES LLC,ALLEGRO SECURITIES LLC|FARRAGUT CAPITAL LLC|FARRAGUT CAPITAL & MARKETING LLC,Approved,07/13/2006,Small,Limited Liability Company,Delaware,11/23/2005,210 714 0804,1,1,1,0,231 SHARON DRIVE,SAN ANTONIO,TX,78216,USA,,,ALLEGRO SECURITIES LLC,1.0,3,2026-04-02T01:54:12.586008
1042,12123,ALLEN & COMPANY LLC,ALLEN & COMPANY INCORPORATED|ALLEN & COMPANY LLC,Approved,11/09/1964,Small,Limited Liability Company,New York,08/03/2001,212-832-8000,1,2,3,14,711 FIFTH AVENUE,NEW YORK,NY,10022,UNITED STATES,,,ALLEN & COMPANY LLC,1.0,3,2026-04-02T01:46:14.223762
142619,67477,"ALLEN, MOONEY & BARNES BROKERAGE SERVICES, LLC","ALLEN MOONEY BARNES BROKERAGE SERVICES|ALLEN, MOONEY & BARNES BROKERAGE SERVICES, LLC",Approved,03/29/2007,Small,Limited Liability Company,Georgia,11/09/2000,229-225-1500,1,5,1,0,135 S. MADISON STREET,THOMASVILLE,GA,31792,,,,"ALLEN, MOONEY & BARNES BROKERAGE SERVICES, LLC",1.0,3,2026-04-02T01:54:28.142088
286025,69868,"ALLIANCE-ONE INVESTMENTS, LLC","ALLIANCE-ONE INVESTMENTS, LLC",Approved,07/06/2017,Medium,Limited Liability Company,Delaware,10/20/2016,918-281-1820,1,2,1,0,4000 N MINGO RD,TULSA,OK,74116,,,,"ALLIANCE-ONE INVESTMENTS, LLC",1.0,3,2026-04-02T01:57:56.697723
14549,30851,"ALLIANCEBERNSTEIN INVESTMENTS, INC.","ALLIANCE FUND DISTRIBUTORS|ALLIANCEBERNSTEIN INVESTMENTS, INC.|ALLIANCEBERNSTEIN INVESTMENT RESEARCH AND MANAGEMENT, INC.|ALLIANCE FUND DISTRIBUTORS, INC.",Approved,01/06/1984,Medium,Corporation,Delaware,11/15/1983,800-251-0539,1,6,1,5,501 COMMERCE STREET,NASHVILLE,TN,37203,UNITED STATES,,,"ALLIANCEBERNSTEIN INVESTMENTS, INC.",1.0,3,2026-04-02T01:47:45.229406
7726,23305,"ALLIANT SECURITIES, INC. TURNER, NORD, KIENBAUM","ALLIANT SECURITIES, INC.|BOZARTH, FITZGERALD & TURNER SECURITIES, INC.|BOZARTH & TURNER SECURITIES, INC.|ALLIANT SECURITIES, INC. TURNER, NORD, KIENBAUM",Approved,12/05/1978,Small,Corporation,Washington,10/10/1978,509-747-9144,1,3,1,2,695 NORTH LEGACY RIDGE DRIVE SUITE 300,LIBERTY LAKE,WA,99019,UNITED STATES,,,"ALLIANT SECURITIES, INC. TURNER, NORD, KIENBAUM",1.0,3,2026-04-02T01:47:05.856785
612,13630,"ALLIANZ LIFE FINANCIAL SERVICES, LLC","ALLIANZ LIFE FINANCIAL SERVICES, LLC|USALLIANZ INVESTOR SERVICES, LLC|NALAC FINANCIAL PLANS, LLC|NALAC FINANCIAL PLANS, INC.",Approved,02/19/1968,Large,Limited Liability Company,Minnesota,11/20/1996,(763)765-6500,1,2,1,1,5701 GOLDEN HILLS DRIVE,MINNEAPOLIS,MN,55416-1297,UNITED STATES,,,"ALLIANZ LIFE FINANCIAL SERVICES, LLC",1.0,3,2026-04-02T01:46:05.492907
16569,34176,"ALLIED MILLENNIAL PARTNERS, LLC","ALLIED MILLENNIAL PARTNERS, LLC|LANGDON, SHAW & BREWER SECURITIES, INC.|LANGDON SHAW SECURITIES, INC.|LANGDON & SHAW SECURITIES, INC.|INDIANA SECURITIES, INC.|EJ STERLING STRATEGIC WEALTH MANAGEMENT|EJ STERLING INC|E.J. STERLING, LLC",Approved,08/21/1985,Small,Limited Liability Company,New York,09/09/2016,646-532-2400,1,5,1,6,THREE WORLD FINANCIAL CENTER,NEW YORK,NY,10281,UNITED STATES,,,"ALLIED MILLENNIAL PARTNERS, LLC",1.0,3,2026-04-02T01:48:02.933233
317750,70850,ALLOCATIONS SECURITIES,"ALLOCATIONS SECURITIES|ALLOCATIONSX|ALLOCATIONS SECURITIES, LLC",Approved,12/21/2022,Small,Limited Liability Company,Delaware,10/22/2021,707-236-6533,1,2,1,0,3558 ROUND BARN BOULEVARD,SANTA ROSA,CA,95403,UNITED STATES,,,ALLOCATIONS SECURITIES,1.0,3,2026-04-02T01:59:56.750627
133366,66716,"ALLSPRING FUNDS DISTRIBUTOR, LLC","ALLSPRING FUNDS DISTRIBUTOR, LLC|WELLS FARGO FUNDS DISTRIBUTOR, LLC",Approved,03/14/2005,Medium,Limited Liability Company,Delaware,07/09/2004,888-877-9275,1,23,1,1,1415 VANTAGE PARK DRIVE,CHARLOTTE,NC,28203,USA,,,"ALLSPRING FUNDS DISTRIBUTOR, LLC",1.0,3,2026-04-02T01:53:41.057830
18272,36365,"ALLSTATE FINANCIAL SERVICES, LLC","ALLSTATE FINANCIAL SERVICES, LLC|LSA SECURITIES, INC.|LAUGHLIN GROUP ADVISORS, INC.|ALLSTATE FINANCIAL SERVICES, LLC OF DELAWARE|ALLSTATE FINANCIAL SERVICES, LLC D/B/A LSA SECURITIES",Approved,10/02/1986,Large,Limited Liability Company,Delaware,11/01/1999,877-232-2142,1,3387,1,5,"151 N 8TH STREET, SUITE 450",LINCOLN,NE,68508-1380,UNITED STATES,,,"ALLSTATE FINANCIAL SERVICES, LLC",1.0,3,2026-04-02T01:48:20.042691
136131,66982,ALLY INVEST SECURITIES LLC,"ALLY INVEST SECURITIES LLC|TRADEKING SECURITIES LLC|TRADEKING LLC|TRADEKING|KANE REID SECURITIES GROUP, INC.",Approved,11/29/2005,Medium,Limited Liability Company,Delaware,08/23/2011,855-880-2559,1,7,1,3,601 S TRYON STREET,CHARLOTTE,NC,28202,USA,,,ALLY INVEST SECURITIES LLC,1.0,3,2026-04-02T01:53:54.861305
288202,69928,ALPACA SECURITIES LLC,ALPACA CLEARING|ALPACA SECURITIES LLC,Approved,03/26/2018,Small,Limited Liability Company,Delaware,03/15/2017,941-231-4093,1,10,4,2,12 E 49TH ST.,NEW YORK,NY,10017,USA,,,ALPACA SECURITIES LLC,1.0,3,2026-04-02T01:58:02.410246
289434,69996,ALPHA TRADING L.P.,ALPHA TRADING L.P.,Approved,06/17/2024,Small,Partnership,Delaware,05/31/2017,+97209592800,1,0,12,1,1 YAEL MAN ST.,RAMAT HASHARON,,4734501,ISRAEL,,,ALPHA TRADING L.P.,1.0,3,2026-04-02T01:58:09.625012
300262,70294,"ALPHALEDGER MARKETS, INC.","ALPHALEDGER MARKETS, INC|IRIS TRADING, INC.|ALPHALEDGER MARKETS, INC.",Approved,10/22/2019,Small,Corporation,Washington,01/25/2019,360-939-3670,1,2,1,0,19362 POWDER HILL PLACE,POULSBO,WA,98370,UNITED STATES,,,"ALPHALEDGER MARKETS, INC.",1.0,3,2026-04-02T01:58:42.920449
145875,67759,ALPHASOURCE CAPITAL SECURITIES LLC,ALPHASOURCE CAPITAL SECURITIES LLC,Approved,05/19/2008,Small,Limited Liability Company,New York,06/28/2007,(212)308-4500,1,2,1,0,35 WALKER AVENUE,EAST QUOGUE,NY,11942,SUFFOLK,,,ALPHASOURCE CAPITAL SECURITIES LLC,1.0,3,2026-04-02T01:54:51.004230
145794,67753,"ALPINA CAPITAL, LLC","ALPINA CAPITAL, LLC",Approved,05/02/2008,Small,Limited Liability Company,Colorado,01/03/2006,205-910-1552,1,2,1,0,55 MADISON STREET,DENVER,CO,80206,,,,"ALPINA CAPITAL, LLC",1.0,3,2026-04-02T01:54:49.803592
14952,31464,ALPINE SECURITIES CORPORATION,ALPINE SECURITIES CORPORATION,Approved,05/29/1984,Small,Corporation,Utah,01/11/1984,801 320-1334,1,5,5,48,39 EXCHANGE PLACE,SALT LAKE CITY,UT,84111,UNITED STATES,,,ALPINE SECURITIES CORPORATION,1.0,3,2026-04-02T01:47:48.533612
16853,34626,"ALPS DISTRIBUTORS, INC.","ALPS DISTRIBUTORS, INC.|MARINER FUNDS SERVICES INC.|ALPS SECURITIES, INC.|ALPS MUTUAL FUNDS SERVICES, INC.",Approved,12/02/1985,Medium,Corporation,Colorado,07/01/1985,303-623-2577,1,36,1,4,1290 BROADWAY,DENVER,CO,80203,UNITED STATES,,,"ALPS DISTRIBUTORS, INC.",1.0,3,2026-04-02T01:48:06.827994
144464,67659,"ALPS PORTFOLIO SOLUTIONS DISTRIBUTOR, INC.","ALPS PORTFOLIO SOLUTIONS|FTAM FUNDS DISTRIBUTOR, INC.|ALPS PORTFOLIO SOLUTIONS DISTRIBUTOR, INC.",Approved,12/17/2007,Small,Corporation,Colorado,03/19/2007,303 623-2577,1,2,1,0,1290 BROADWAY,DENVER,CO,80203,,,,"ALPS PORTFOLIO SOLUTIONS DISTRIBUTOR, INC.",1.0,3,2026-04-02T01:54:42.298202
146547,67829,ALT FUND DISTRIBUTORS LLC,"ALT FUND DISTRIBUTORS LLC|CATALYST MUTUALS FUND DISTRIBUTORS LLC|CAPITAL REAL ESTATE SECURITIES, LLC|ASCENT REAL ESTATE SECURITIES, LLC|ASCENT REAL ESTATE SECURITIES LLC",Approved,06/05/2008,Small,Limited Liability Company,Colorado,12/18/2007,646-757-8062,1,2,1,0,140 EAST 45TH STREET,NEW YORK,NY,10017,UNITED STATES,,,ALT FUND DISTRIBUTORS LLC,1.0,3,2026-04-02T01:54:55.448417
119441,65183,"ALTACCESS SECURITIES COMPANY, L.P.","ALTACCESS SECURITIES COMPANY, L.P.|MHT SECURITIES, LP|MHT SECURITIES, L.P.|MHT MIDSPAN SECURITIES, LP|BENEFICIENT SECURITIES COMPANY, L.P.|BEN SECURITIES COMPANY, L.P.",Approved,10/08/2002,Small,Partnership,Texas,11/16/2001,214-245-5379,1,2,1,0,325 N. ST. PAUL STREET,DALLAS,TX,75201,,,,"ALTACCESS SECURITIES COMPANY, L.P.",1.0,3,2026-04-02T01:52:30.981107
41139,49311,"ALTERNA SECURITIES, INC.","ACTINVER SECURITIES, INC.|ALTERNA SECURITIES, INC.",Approved,09/30/1996,Small,Corporation,Delaware,11/10/1993,713-885-9843,1,3,1,4,2800 POST OAK BLVD,HOUSTON,TX,77056,USA,,,"ALTERNA SECURITIES, INC.",1.0,3,2026-04-02T01:50:33.862763
129469,66226,"ALTERNATIVE ACCESS CAPITAL, LLC","ALTERNATIVE ACCESS CAPITAL, LLC",Approved,03/24/2004,Small,Limited Liability Company,Delaware,07/25/2003,9142609950,1,2,1,1,1005 A STREET,SAN RAFAEL,CA,94901,USA,,,"ALTERNATIVE ACCESS CAPITAL, LLC",1.0,3,2026-04-02T01:53:17.554076
167830,69279,ALTERNATIVE EXECUTION GROUP,"ALTERNATIVE EXECUTION GROUP|THREE BROTHERS TRADING, LLC",Approved,12/04/2013,Small,Limited Liability Company,New York,06/01/2007,2014123298,1,3,2,2,111 W 41ST STREET,BAYONNE,NJ,07002,USA,,,ALTERNATIVE EXECUTION GROUP,1.0,3,2026-04-02T01:56:52.485968
